,Id,Symbol,Name,Image,Current_Price,Market_Cap,Market_Cap_Rank,Fully_Diluted_Valuation,Total_Volume,High_24H,Low_24H,Price_Change_24H,Price_Change_Percentage_24H,Market_Cap_Change_24H,Market_Cap_Change_Percentage_24H,Circulating_Supply,Total_Supply,Max_Supply,Ath,Ath_Change_Percentage,Ath_Date,Atl,Atl_Change_Percentage,Atl_Date,Roi,Last_Updated,MarketID
87,decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,0.571188,758716942,88,1254199613.0,23921993,0.571929,0.529221,0.04010069,7.55067,56562531.0,8.05557,1327372145.9864838,2194216927.32015,2194216927.32015,1.6,-64.06188,2021-05-07T15:54:15.763Z,0.00923681,6112.12155,2017-10-31T00:00:00.000Z,"{'times': 27.559413979850277, 'currency': 'usd', 'percentage': 2755.9413979850274}",2021-07-03T21:39:50.838Z,60
88,qtum,qtum,Qtum,https://assets.coingecko.com/coins/images/684/large/qtum.png?1547034438,7.27,752373154,89,,270345452,7.43,6.94,0.328508,4.73325,36245328.0,5.06129,103534487.0,107822406.0,,100.22,-92.74487,2018-01-06T00:00:00.000Z,0.783142,828.4885,2020-03-13T02:22:57.149Z,"{'times': 23.229765828221144, 'currency': 'usd', 'percentage': 2322.9765828221143}",2021-07-03T21:39:46.326Z,75
89,zencash,zen,Horizen,https://assets.coingecko.com/coins/images/691/large/horizen.png?1555052241,66.6,749386978,90,,34669695,67.51,61.38,5.23,8.51684,60701929.0,8.81418,11259500.0,21000000.0,,165.92,-60.00034,2021-05-08T06:00:30.087Z,3.26,1932.96658,2019-10-17T00:00:00.000Z,,2021-07-03T21:39:53.256Z,110
90,bancor,bnt,Bancor Network Token,https://assets.coingecko.com/coins/images/736/large/bancor.png?1547034477,3.29,734534941,91,734534941.0,35765149,3.29,3.14,0.135345,4.29408,31010605.0,4.40789,223532376.376878,223537053.378549,223537053.378549,10.72,-69.36632,2018-01-09T00:00:00.000Z,0.120935,2614.28972,2020-03-13T02:29:21.245Z,,2021-07-03T21:39:34.440Z,10
91,harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.065359,673561980,92,,17041106,0.066504,0.062239,0.00276531,4.41788,30711789.0,4.77744,10304985909.7931,,,0.222092,-70.64267,2021-03-29T08:19:36.363Z,0.00127355,5019.5653,2020-03-13T02:24:14.005Z,"{'times': 19.58548969132563, 'currency': 'usd', 'percentage': 1958.5489691325631}",2021-07-03T21:39:53.276Z,71
92,nano,nano,Nano,https://assets.coingecko.com/coins/images/756/large/nano-coin-logo.png?1547034501,5.03,670102368,93,,16932362,5.04,4.75,0.225133,4.6817,31056181.0,4.85977,133248290.0,133248290.0,,33.69,-85.13379,2018-01-02T00:00:00.000Z,0.026179,19033.56988,2017-07-16T00:00:00.000Z,,2021-07-03T21:39:52.416Z,65
93,siacoin,sc,Siacoin,https://assets.coingecko.com/coins/images/289/large/siacoin.png?1548386465,0.01364467,656672631,94,,55179425,0.0136433,0.01287709,0.00051835,3.94895,28693159.0,4.56912,48140805000.0,,,0.092868,-85.36063,2018-01-06T00:00:00.000Z,1.262e-05,107617.25925,2015-12-28T00:00:00.000Z,"{'times': 0.8642350640194147, 'currency': 'btc', 'percentage': 86.42350640194148}",2021-07-03T21:38:23.441Z,78
94,digibyte,dgb,DigiByte,https://assets.coingecko.com/coins/images/63/large/digibyte.png?1547033717,0.04543013,656012764,95,,14897172,0.04610122,0.04354128,0.00139276,3.16267,23910736.0,3.78273,14456689546.3663,21000000000.0,,0.178084,-74.29062,2021-05-01T00:19:01.967Z,3.099e-05,147655.3048,2015-01-14T00:00:00.000Z,,2021-07-03T21:39:31.626Z,30
95,omisego,omg,OMG Network,https://assets.coingecko.com/coins/images/776/large/OMG_Network.jpg?1591167168,4.56,641451517,96,641451517.0,169227299,4.64,4.03,0.532732,13.21906,77002802.0,13.64213,140245398.245133,140245398.245133,140245398.245133,25.62,-82.10581,2018-01-13T00:00:00.000Z,0.350917,1206.46713,2020-03-13T02:30:10.072Z,,2021-07-03T21:39:35.577Z,70
96,titanswap,titan,TitanSwap,https://assets.coingecko.com/coins/images/12606/large/nqGlQzdz_400x400.png?1601019805,6.4,639264267,97,,4318060,6.41,4.79,1.59,32.92044,155685824.0,32.19453,100000000.0,10000000000.0,,8.55,-26.07778,2021-05-12T21:40:04.630Z,0.193159,3173.13164,2020-10-06T15:48:36.784Z,,2021-07-03T21:39:20.498Z,88
97,ontology,ont,Ontology,https://assets.coingecko.com/coins/images/3447/large/ONT.png?1583481820,0.722482,628689110,98,,141277824,0.723416,0.691152,0.03132916,4.53289,27645853.0,4.59964,870088540.0,1000000000.0,,10.92,-93.39424,2018-05-03T01:43:05.844Z,0.23237,210.44304,2020-03-13T02:20:48.548Z,,2021-07-03T21:39:57.629Z,72
98,curve-dao-token,crv,Curve DAO Token,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,1.78,627446560,99,5891406597.0,91178273,1.79,1.63,0.155992,9.58918,55648580.0,9.73221,351779318.8354944,1538720353.22532,3303030299.0,54.01,-96.69851,2020-08-14T04:53:44.010Z,0.331577,437.73619,2020-11-05T13:09:50.181Z,,2021-07-03T21:39:49.082Z,25
99,xsushi,xsushi,xSUSHI,https://assets.coingecko.com/coins/images/13725/large/xsushi.png?1612538526,8.93,623681838,100,,4022747,8.97,8.38,0.543843,6.48708,43261977.0,7.45357,69862151.9433081,69862151.9433081,,26.33,-66.09454,2021-03-13T23:01:02.266Z,6.04,47.77637,2021-01-22T01:04:22.350Z,,2021-07-03T21:40:02.900Z,105
